ResponseId,Country,Industry,EdLevel,Employment,ICorPM,Pay_USD,LogPay,AISelect,LearnCodeAI,AIAgents,AI_IntensityScore,HighAI,DevType,DevType_bucket,OrgSize_clean,RemoteWork_clean,ExpBand,WorkExp_num,YearsCode_num,NumLangs,NumDBs,NumClouds,NumWeb,SQL_any,BI_any,ToolCountWork,ToolCountPersonal,JobSat,SOVisitFreq,SOPartFreq,AISent,AIAcc,AIComplex,AIThreat,SOFriction,NewRole,MainBranch_clean,MainBranch_sort,SOAccount_clean,HasSOAccount,SODuration_clean,SODuration_sort,SODuration_years,SOComm_clean,SOComm_likert,SOComm_sort,EmpAddl_none_of_the_above,EmpAddl_caring_for_dependents_children_elder,EmpAddl_engaged_in_paid_work_20_29_hours_per,EmpAddl_volunteering_regularly,EmpAddl_attending_school_full_time,EmpAddl_engaged_in_paid_work_less_than_10_ho,EmpAddl_attending_school_part_time,EmpAddl_engaged_in_paid_work_10_19_hours_per,EmpAddl_transitioning_to_retirement_graduall,EmpAddl_count,EmpAddl_Other
11757,Bangladesh,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,18483.0,9.82460666968268,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",3.7,0,"Developer, full-stack",Other/Unknown,50–249,Remote,11–15,12.0,14.0,7,3,9,4,1,0,30.0,10.0,7.0,Multiple times per day,A few times per month or weekly,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,1,1,0,0,0,0,0,0,2,0
4244,United Kingdom of Great Britain and Northern Ireland,Fintech,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,142949.0,11.870243202273034,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",3.8,0,"Developer, back-end",Web/Fullstack,50–249,Hybrid,6–10,8.0,12.0,5,3,10,0,1,0,10.0,6.0,8.0,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,Very poor at handling complex tasks,No,Less than half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
7511,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, full-stack",Other/Unknown,50–249,Remote,16+,19.0,17.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
9347,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,,,0.0,0,"Developer, full-stack",Other/Unknown,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
1499,"Iran, Islamic Republic of...",Fintech,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,11500.0,9.35010231435134,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",3.4,0,"Developer, full-stack",Other/Unknown,10–49,,6–10,8.0,12.0,7,2,8,4,1,0,9.0,5.0,6.0,Less than once every 2 - 3 months,"Infrequently, less than once per year",Very favorable,Somewhat trust,Neither good or bad at handling complex tasks,No,More than half the time,I have transitioned into a new career and/or industry involuntarily,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
31420,India,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",5.3,1,"Developer, full-stack",Other/Unknown,1,Hybrid,16+,22.0,7.0,7,1,0,0,1,0,5.0,3.0,,A few times per week,Less than once every 2 - 3 months,Very favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,About half of the time,I have somewhat considered changing my career and/or the industry I work in,Hobbyist,4.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,1,1,0,0,0,0,0,0,2,0
15465,United States of America,Computer Systems Design and Services,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,300000.0,12.611537753638338,"No, and I don't plan to","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",0.0999999999999999,0,"Developer, back-end",Web/Fullstack,10k+,Remote,16+,25.0,20.0,0,0,0,0,0,0,10.0,10.0,9.0,Less than once per month or monthly,"Infrequently, less than once per year",Very unfavorable,Highly distrust,Very poor at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
31378,United Kingdom of Great Britain and Northern Ireland,Manufacturing,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,68071.0,11.128306557093602,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.0,0,"Developer, full-stack",Other/Unknown,1k–4.9k,Onsite,6–10,10.0,20.0,5,2,2,3,1,0,9.0,1.0,8.0,A few times per week,"Infrequently, less than once per year",Favorable,Somewhat trust,Very poor at handling complex tasks,No,Less than half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
48467,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,,,,,0.0,0,,,,,0–2,2.0,,0,0,0,0,0,0,,,,,,,,,,,,Former developer,6.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
34303,,,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,,,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,0.0,0,DevOps engineer or professional,DevOps/Cloud,1,,16+,28.0,30.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
42490,United States of America,Software Development,Some college/university study without earning a degree,Employed,Individual contributor,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",-0.9,0,Applied scientist,Other/Unknown,10–49,Onsite,3–5,3.0,12.0,7,0,0,0,0,0,4.0,3.0,,A few times per week,I have never participated in Q&A on Stack Overflow,Very unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,0,0,1,0,0,1,0,2,0
25305,India,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",3.8,0,Student,Other/Unknown,,,3–5,,3.0,6,0,0,2,0,0,50.0,,,A few times per week,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,,I have somewhat considered changing my career and/or the industry I work in,Learning to code,5.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
26948,Czech Republic,Computer Systems Design and Services,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,51898.0,10.857035532765993,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",1.5000000000000002,0,"Developer, desktop or enterprise applications",Other/Unknown,1k–4.9k,Remote,6–10,9.0,14.0,3,1,9,0,0,0,,,6.0,A few times per week,Less than once every 2 - 3 months,Indifferent,Somewhat distrust,Bad at handling complex tasks,I'm not sure,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
29432,,,,,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Learning to code,5.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
25254,,,"Associate degree (A.A., A.S., etc.)",Not employed,,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,,,,,0–2,1.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
27874,Uruguay,Banking/Financial Services,Some college/university study without earning a degree,Student,Individual contributor,,,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",2.0,0,Student,Other/Unknown,1,Hybrid,3–5,,4.0,12,0,7,0,0,0,3.0,6.0,,Less than once every 2 - 3 months,I have never participated in Q&A on Stack Overflow,Unsure,Somewhat trust,"Good, but not great at handling complex tasks",No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Occasional coder,3.0,No,0.0,Between 1 and 3 years,2.0,2.0,Neutral,3.0,3.0,0,0,0,0,1,1,0,0,0,2,0
30964,Norway,Other:,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,108710.0,11.596439065198046,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.4,1,"Developer, full-stack",Other/Unknown,5k–9.9k,Remote,16+,27.0,40.0,7,2,0,1,1,0,2.0,,8.0,Less than once every 2 - 3 months,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
26181,Mexico,Government,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,10528.0,9.261793653565098,"Yes, I use AI tools weekly","No, I didn't spend time learning in the past year","Yes, I use AI agents at work weekly",2.9,0,"Developer, back-end",Web/Fullstack,10–49,Remote,3–5,3.0,11.0,4,1,0,3,1,0,,,6.0,A few times per week,I have never participated in Q&A on Stack Overflow,Very favorable,Highly trust,Neither good or bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
22595,Italy,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,,116015.0,11.661474772073468,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",2.0,0,"Developer, full-stack",Other/Unknown,,,16+,20.0,28.0,3,2,4,1,1,0,12.0,8.0,9.0,A few times per week,A few times per month or weekly,Indifferent,Highly distrust,Bad at handling complex tasks,No,I don't use AI or AI-enabled tools,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
15364,Netherlands,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",3.6,0,"Developer, back-end",Web/Fullstack,,,11–15,14.0,25.0,0,0,0,0,0,0,10.0,15.0,1.0,,,Favorable,Somewhat trust,Bad at handling complex tasks,Yes,,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
3223,United States of America,Computer Systems Design and Services,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",,,,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",3.3,0,Applied scientist,Other/Unknown,,,16+,24.0,28.0,2,0,1,0,0,0,10.0,10.0,8.0,A few times per week,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,Yes,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,0,1,0,0,0,0,0,0,0,1,0
34141,New Zealand,Software Development,Some college/university study without earning a degree,Employed,People manager,111435.0,11.621196740254016,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, I use AI exclusively in copilot/autocomplete mode",3.6,0,"Developer, full-stack",Other/Unknown,10–49,Remote,11–15,15.0,25.0,8,4,15,5,1,0,,,10.0,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
11705,Japan,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,,,"No, but I plan to soon","No, I didn't spend time learning in the past year","No, and I don't plan to",-5.551115123125783e-17,0,"Developer, embedded applications or devices",Other/Unknown,,,16+,40.0,40.0,3,0,0,0,0,0,,,5.0,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Unsure,Neither trust nor distrust,I don't use AI tools for complex tasks / I don't know,I'm not sure,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Not sure,,Between 3 and 5 years,3.0,4.0,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
46886,,,,I prefer not to say,,,,,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Learning to code,5.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4690,India,Other:,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,12786.0,9.456106101326672,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.4,1,"Developer, full-stack",Other/Unknown,50–249,Onsite,3–5,4.0,4.0,8,4,11,11,1,0,7.0,5.0,5.0,A few times per week,I have never participated in Q&A on Stack Overflow,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Less than half of the time,I have transitioned into a new career and/or industry involuntarily,Pro developer,1.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, somewhat",4.0,4.0,0,0,1,0,0,0,0,0,0,1,0
41759,,,"Associate degree (A.A., A.S., etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, back-end",Web/Fullstack,10–49,Remote,6–10,9.0,9.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
12624,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,,,,"No, I didn't spend time learning in the past year",,-0.2,0,DevOps engineer or professional,DevOps/Cloud,10k+,Hybrid,16+,25.0,25.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
5,Ukraine,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,60000.0,11.002099841204238,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",3.0,0,Engineering manager,Other/Unknown,,,16+,21.0,22.0,14,7,9,5,1,0,4.0,3.0,7.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,1,0,0,0,0,0,0,0,1,0
37016,Greece,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,41765.0,10.639813947190008,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",3.9,0,"Developer, desktop or enterprise applications",Other/Unknown,250–999,Hybrid,16+,23.0,23.0,5,1,5,3,1,0,5.0,3.0,8.0,Daily or almost daily,A few times per month or weekly,Favorable,Somewhat trust,I don't use AI tools for complex tasks / I don't know,I'm not sure,Less than half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
3151,United States of America,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,180000.0,12.100712129872347,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",4.2,1,"Developer, full-stack",Other/Unknown,5k–9.9k,Onsite,6–10,6.0,12.0,5,6,7,5,1,0,20.0,20.0,7.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,Bad at handling complex tasks,Yes,About half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,Not sure,,6.0,0,0,0,0,0,1,0,0,0,1,0
37169,Slovenia,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",People manager,139218.0,11.843796328867422,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, I use AI exclusively in copilot/autocomplete mode",3.5,0,"Architect, software or solutions",Other/Unknown,50–249,Hybrid,16+,30.0,30.0,6,2,2,2,1,0,5.0,5.0,9.0,Less than once every 2 - 3 months,I have never participated in Q&A on Stack Overflow,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,"No, not at all",1.0,1.0,0,0,0,0,0,1,0,0,0,1,0
6828,Kenya,"Transportation, or Supply Chain",Some college/university study without earning a degree,Employed,Individual contributor,,,"No, but I plan to soon",,"Yes, I use AI agents at work daily",2.4,0,Other (please specify):,Other/Unknown,50–249,Hybrid,3–5,3.0,,0,1,0,0,0,0,,,,Multiple times per day,I have never participated in Q&A on Stack Overflow,Favorable,Neither trust nor distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Learning to code,5.0,No,0.0,I don't use Stack Overflow,7.0,,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
29386,,"Transportation, or Supply Chain",Primary/elementary school,Employed,People manager,,,,"No, I didn't spend time learning in the past year",,-0.2,0,"Founder, technology or otherwise",Other/Unknown,10–49,Remote,,,,0,0,0,0,0,0,,,,,,,,,Yes,,,Learning to code,5.0,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0
23298,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,0.0,0,"Developer, full-stack",Other/Unknown,50–249,Remote,0–2,1.0,4.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
27987,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"No, I didn't spend time learning in the past year",,-0.2,0,Other (please specify):,Other/Unknown,Unknown,Onsite,3–5,3.0,20.0,0,0,0,0,0,0,,,,,,,,,,,,Former developer,6.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
31757,,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, full-stack",Other/Unknown,Unknown,Onsite,3–5,,3.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
7164,Germany,Healthcare,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,105573.0,11.567157935743948,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, but I plan to",2.3,0,"Developer, desktop or enterprise applications",Other/Unknown,10k+,Remote,6–10,6.0,10.0,3,3,3,2,1,0,,,8.0,A few times per month or weekly,Less than once per month or monthly,Favorable,Somewhat trust,Bad at handling complex tasks,No,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
6091,Ukraine,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,50000.0,10.819778284410283,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",4.2,1,"Developer, full-stack",Other/Unknown,10–49,Onsite,16+,25.0,28.0,12,12,18,6,1,0,5.0,4.0,8.0,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,0,0,0,0,0,1,0,0,0,1,0
15407,United States of America,Government,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,75000.0,11.225243392518449,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, I use AI exclusively in copilot/autocomplete mode",-0.2,0,"Developer, full-stack",Other/Unknown,50–249,Onsite,3–5,3.0,8.0,10,2,6,1,1,0,5.0,2.0,5.0,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat distrust,Very poor at handling complex tasks,No,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,0,1,0,0,0,0,1,0,0,2,0
1115,Cyprus,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Retired,,,,"No, but I plan to soon","No, I didn't spend time learning in the past year","No, and I don't plan to",0.2999999999999999,0,Retired,Other/Unknown,,,16+,35.0,28.0,6,0,0,1,0,0,,2.0,,Less than once per month or monthly,"Infrequently, less than once per year",Indifferent,Neither trust nor distrust,I don't use AI tools for complex tasks / I don't know,,I don't use AI or AI-enabled tools,,Hobbyist,4.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
46675,Ukraine,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,96.0,4.564348191467836,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",3.4,0,"Developer, full-stack",Other/Unknown,1,Remote,6–10,7.0,11.0,1,3,0,5,1,0,4.0,6.0,7.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,About half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Not sure,,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,1,0,0,0,0,0,0,1,0
47671,Italy,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,3.2,0,"Developer, mobile",Mobile,50–249,Remote,3–5,5.0,9.0,0,0,0,0,0,0,5.0,5.0,8.0,Less than once per month or monthly,"Infrequently, less than once per year",Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
25617,United States of America,Software Development,Some college/university study without earning a degree,Employed,People manager,210000.0,12.254862809699606,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",3.4,0,Engineering manager,Other/Unknown,250–999,Hybrid,16+,21.0,26.0,14,7,19,7,1,0,14.0,20.0,6.0,A few times per month or weekly,"Infrequently, less than once per year",Unfavorable,Somewhat distrust,"Good, but not great at handling complex tasks",No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,0,0,0,1,0,1,0,0,0,2,0
25213,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,,,,,6–10,6.0,10.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
43665,Austria,Government,Some college/university study without earning a degree,Employed,Individual contributor,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",2.8,0,"Developer, full-stack",Other/Unknown,50–249,Onsite,11–15,15.0,15.0,9,4,10,4,1,0,6.0,4.0,8.0,A few times per week,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat distrust,Bad at handling complex tasks,I'm not sure,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Not sure,,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
27959,Australia,Fintech,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,Individual contributor,60459.0,11.009720728335598,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,2.0,0,AI/ML engineer,Data/ML,1k–4.9k,Hybrid,6–10,8.0,8.0,0,0,0,0,0,0,7.0,7.0,,Multiple times per day,A few times per week,,,,Yes,More than half the time,I have strongly considered changing my career and/or the industry I work in,Dev-adjacent,2.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, definitely",5.0,5.0,0,0,1,0,1,0,0,0,0,2,0
